"name","main_img","images","description","cat"
"DR-S3773","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3773-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3773-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3773
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1200x1050x1950mm
Thông số kỹ thuật:
1-Phòng xông khô với Bếp và đá xông hơi
2-Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế
3-Có ghế dài, kính cường lực 6mm
4-Tùy chọn gỗ: gỗ Phần Lan / Hemlock / Tuyết tùng đỏ / Thông trắng
5-Có môi trường xung quanh đèn chiếu sáng và đèn chiếu sáng trên cùng
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","xong-kho-truyen-thong"
"DR-S3776","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3776-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3776-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3776
2-Chất liệu: Gỗ Hemlock/Tuyết tùng, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1500x1000x1950mm
Thông số kỹ thuật:
1-Phòng xông khô hồng ngoại với tấm tinh thể carbon
2-Bảng điểu kiển với điều khiển nhiệt độ, FM, Bluetooth, Ozone
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà.","xong-kho-truyen-thong"
"DR-S3779","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3779-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3779-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3779
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 2200x1800x2100mm/2000x1800x2100mm
Thông số kỹ thuật:
1-Phòng xông khô với đá xông
2-Bảng điểu kiển với điều khiển nhiệt độ, bộ hẹn giờ cát, nhiệt kế, ampe kế
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần

6- Mặt sau bằng đá nuôi cấy

7- Tùy chọn đá: Đá Rome, đá đen, đá xương rồng,đá trắng.

8-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","xong-kho-truyen-thong"
"DR-S3783","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3783-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3783-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3783
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1200x900x2100mm
Thông số kỹ thuật:
1-Phòng xông khô với đá
2-Bảng điểu kiển với điều khiển nhiệt độ, bộ hẹn giờ cát, nhiệt kế, ampe kế
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn:Kích thước, Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","xong-kho-truyen-thong"
"DR-S3784","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3784-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3784-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3784
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1200x900x2100mm
Thông số kỹ thuật:
1-Phòng xông khô với đá
2-Bảng điểu kiển với điều khiển nhiệt độ, bộ hẹn giờ cát, nhiệt kế, ampe kế
3-Có ghế dài, kính cường lực 6mm
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn:Kích thước, Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","xong-kho-truyen-thong"
"DR-S3856","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3856-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3856-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3856
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1700x1200x2200mm/1800x1300x2200mm/1850x1300x2200mm/1900x1200x2200mm/2000x1300x2200mm
Thông số kỹ thuật:
1.Hơi + SAUNA hồng ngoại + tắm + nhạc
2.Phần hơi bao gồm: bảng điều khiển cảm ứng, đèn mái, vòi hoa sen trên, vòi sen tay, massage chân
3. Bảng điều khiển 3 chạm với điều chỉnh ánh sáng, thời gian, nhiệt độ, Ozone, FM, Quạt, loa
4.Với vòi hoa sen bar, máy trộn, công tắc, bộ phân phối thảo mộc thơm, thanh vắt khăn, kệ, massage chân
5.Phòng xông tia hồng ngoại với tấm tinh thể carbon, bảng điều khiển
6.Bảng điều khiển với điều khiển nhiệt độ, Bluetooth, FM, Ozone
7.Với băng ghế, kính cường lực 6mm, Có đèn xung quanh và ánh sáng trên cùng
8.Tùy chọn gỗ: Gỗ Phần Lan / Hemlock / Gỗ tuyết tùng đỏ / Thông trắng
9.Tùy chọn: Máy lọc không khí, ngăn đựng tách trà","xong-kho-truyen-thong"
"DR-S3857","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3857-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3857-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3857
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1700x1200x2200mm/1800x1300x2200mm/2000x1300x2280mm
Thông số kỹ thuật:
1.Hơi + SAUNA hồng ngoại + tắm + nhạc
2.Phần hơi bao gồm: bảng điều khiển cảm ứng, đèn mái, vòi hoa sen trên, vòi sen tay, massage chân
3. Bảng điều khiển 3 chạm với điều chỉnh ánh sáng, thời gian, nhiệt độ, Ozone, FM, Quạt, loa
4.Với vòi hoa sen bar, máy trộn, công tắc, bộ phân phối thảo mộc thơm, thanh vắt khăn, kệ, massage chân
5.Phần phòng xông hơi khô có Bếp và đá xông hơi, Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế
6.Với băng ghế, kính cường lực 6mm, Với đèn xung quanh và ánh sáng trên cùng
7.Tùy chọn gỗ: Gỗ Phần Lan / Hemlock / Gỗ tuyết tùng đỏ / Thông trắng
8.Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, Bluetooth, Ozone","xong-kho-truyen-thong"
"DR-S3858","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3858-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3858-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3858
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1600x1200x2200mm/1700x1200x2200mm/1800x1300x2200mm/2000x1300x2280mm
Thông số kỹ thuật:
1.Hơi + SAUNA hồng ngoại + tắm + nhạc
2.Phần hơi bao gồm: bảng điều khiển cảm ứng, đèn mái, vòi hoa sen trên, vòi sen tay, massage chân
3. Bảng điều khiển 3 chạm với điều chỉnh ánh sáng, thời gian, nhiệt độ, Ozone, FM, Quạt, loa
4.Với vòi hoa sen bar, máy trộn, công tắc, bộ phân phối thảo mộc thơm, thanh vắt khăn, kệ, massage chân
5.Phần phòng xông hơi khô có Bếp và đá xông hơi, Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế
6.Với băng ghế, kính cường lực 6mm, Với đèn xung quanh và ánh sáng trên cùng
7.Tùy chọn gỗ: Gỗ Phần Lan / Hemlock / Gỗ tuyết tùng đỏ / Thông trắng
8.Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, Bluetooth, Ozone","xong-kho-truyen-thong"
"DR-S3862","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3862-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3862-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3862
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1700x1200x2200mm/1800X1200X2200mm
1800X1300X2200mm/2200X1300X2200mm/2300X1300X2200mm
Thông số kỹ thuật:
1.Hơi + SAUNA hồng ngoại + tắm + nhạc
2.Phần hơi bao gồm: bảng điều khiển cảm ứng, đèn mái, vòi hoa sen trên, vòi sen tay, massage chân
3.Bảng điều khiển 3 chạm với điều chỉnh ánh sáng, thời gian, nhiệt độ, Ozone, FM, Quạt, loa
4.Với vòi hoa sen bar, máy trộn, công tắc, bộ phân phối thảo mộc thơm, thanh vắt khăn, kệ, massage chân
5.Phần phòng xông hơi khô có Bếp và đá xông hơi, Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế
6.Với băng ghế, kính cường lực 6mm, Với đèn xung quanh và ánh sáng trên cùng
7.Tùy chọn gỗ: Gỗ Phần Lan / Hemlock / Gỗ tuyết tùng đỏ / Thông trắng
8.Tùy chọn: Bluetooth, Ozone","xong-kho-truyen-thong"
"DR-S3867","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3867-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3867-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3867
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước:1800x1100x2150mm
Thông số kỹ thuật:
1.Hơi + SAUNA hồng ngoại + tắm + nhạc
2.Phần hơi bao gồm: bảng điều khiển cảm ứng, đèn mái, vòi hoa sen trên, vòi sen tay, massage chân
3. Bảng điều khiển 3 chạm với điều chỉnh ánh sáng, thời gian, nhiệt độ, Ozone, FM, Quạt, loa
4.Với vòi hoa sen bar, máy trộn, công tắc, bộ phân phối thảo mộc thơm, thanh vắt khăn, kệ, massage chân
5.Phần phòng xông hơi khô có Bếp và đá xông hơi, Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế
6.Với băng ghế, kính cường lực 6mm, Với đèn xung quanh và ánh sáng trên cùng
7.Tùy chọn gỗ: Gỗ Phần Lan / Hemlock / Gỗ tuyết tùng đỏ / Thông trắng
8.Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, Bluetooth, Ozone","xong-kho-truyen-thong"
"DR-S3870","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3870-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3870-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3870-2.jpg","Chi tiết sản phẩn:

1.Tên sản phẩm: DR-S3870

2.Chất liệu: Acrylic, kính cường lực, nhôm

3.Công nghệ: Châu Âu

4.Bảo hành: Chính hãng

5.Kích thước: 2200X1200X2200mm

Thông số kỹ thuật:

1.Hơi + sauna + tắm + nhạc

2.Phần hơi bao gồm: bảng điều khiển cảm ứng, đèn mái, vòi hoa sen trên, vòi sen tay, massage chân

3.Bảng điều khiển 3 chạm với điều chỉnh ánh sáng, thời gian, nhiệt độ, Ozone, FM, Quạt, loa

4.Với vòi hoa sen bar, máy trộn, công tắc, bộ phân phối thảo mộc thơm, thanh vắt khăn, kệ, massage chân

5.Phần phòng xông hơi khô có Bếp và đá xông hơi, Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế

6.Với băng ghế, kính cường lực 6mm, Với đèn xung quanh và ánh sáng trên cùng

7.Tùy chọn gỗ: Gỗ Phần Lan / Hemlock / Gỗ tuyết tùng đỏ / Thông trắng

8.Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, Bluetooth, Ozone","xong-kho-truyen-thong"
"DR-S3874","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3874-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3874-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3874
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 2000x1200x2000mm/2500x1200x2000mm
Thông số kỹ thuật:
1. Hơi + SAUNA hồng ngoại + tắm + nhạc
2.Phần hơi bao gồm: bảng điều khiển cảm ứng, đèn mái, vòi hoa sen trên, vòi sen tay, massage chân
3.Bảng điều khiển 3 chạm với điều chỉnh ánh sáng, thời gian, nhiệt độ, Ozone, FM, Quạt, loa
4.Với vòi hoa sen bar, máy trộn, công tắc, bộ phân phối thảo mộc thơm, thanh vắt khăn, kệ, massage chân
5.Phòng xông tia hồng ngoại với tấm tinh thể carbon, bảng điều khiển
6.Bảng điều khiển với điều khiển nhiệt độ, Bluetooth, FM, Ozone
7.Với băng ghế, kính cường lực 6mm, Với đèn xung quanh và ánh sáng hàng đầu
8.Kính an toàn 8mm + Khung SS 304 + Tay cầm và kẹp đồng
9.Tùy chọn gỗ: Gỗ Phần Lan / Hemlock / Gỗ tuyết tùng đỏ / Thông trắng
10.Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, chỗ ngồi","xong-kho-truyen-thong"
"DR-T1212G","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-T1212G-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-T1212G-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: Phòng xông hơi khô DR-T1212G (dạng góc)
2.Kích thước: 1200x1200x2100mm
3.Máy SAWO FILAND 6KW/220V/380V
4.Gỗ tùy chọn: Tuyết tùng/HEMLOCK Canada không mắt loại 1
5.Phụ kiện:
-Phụ kiện SUS 304, Tay nắm gỗ
-Kính vách, cửa, mặt trước 10mm
-Đèn LED xung quanh trần phòng khô, tựa lưng ghế.
-Phụ kiện xô gáo gỗ
6.Bảo hành: 36 tháng","xong-kho-truyen-thong"
"DR-T1212V","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-T1212V-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-T1212V-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: Phòng xông hơi khô DR-T1212V (dạng vuông)
2.Kích thước: 1200x1200x2100mm
3.Máy SAWO FILAND 6KW/220V/380V
4.Gỗ tùy chọn: Tuyết tùng/HEMLOCK Canada không mắt loại 1
5.Phụ kiện:
-Phụ kiện SUS 304, Tay nắm gỗ
-Kính vách, cửa, mặt trước 10mm
-Đèn LED xung quanh trần phòng khô, tựa lưng ghế.
-Phụ kiện xô gáo gỗ
6.Bảo hành: 36 tháng","xong-kho-truyen-thong"
"DR-T1215G","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-T1215G-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-T1215G-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: Phòng xông hơi khô DR-T1215G (dạng góc)
2.Kích thước: 1200x1500x2100mm
3.Máy SAWO FILAND 6KW/220V/380V
4.Gỗ tùy chọn: Tuyết tùng/HEMLOCK Canada không mắt loại 1
5.Phụ kiện:
-Phụ kiện SUS 304, Tay nắm gỗ
-Kính vách, cửa, mặt trước 10mm
-Đèn LED xung quanh trần phòng khô, tựa lưng ghế.
-Phụ kiện xô gáo gỗ
6.Bảo hành: 36 tháng","xong-kho-truyen-thong"
