"name","main_img","images","description","cat"
"Máy xông hơi khô Amerec VIKI 60","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô Amerec VIKI 60-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-Amerec-VIKI-60-1.jpg","Mã: AMEREC VIKI 60

Công suất: 6 KW

Xuất xứ: AMEREC

Sản xuất: USA

Kích thước máy: 170 – 260 – 120mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-amerec"
"Máy xông hơi khô Amerec VIKI 80","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô Amerec VIKI 80-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-Amerec-VIKI-80-1.jpg","Mã: AMEREC VIKI 80

Công suất: 8 KW

Xuất xứ: AMEREC

Sản xuất: USA

Kích thước máy: 170 – 260 – 120mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-amerec"
"Máy xông hơi khô BOXER BFR-90-AT","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFR-90-AT-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-AT-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-AT-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-AT-3.jpg","Mã: BFR-90-AT

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 300mm x 300mm x 930mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFR-90-OL","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFR-90-OL-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-OL-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-OL-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-OL-3.jpg","Mã: BFR-90-OL

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 300mm x 300mm x 930mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFR-90-U","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFR-90-U-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-U-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-U-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-U-3.jpg","Mã: BFR-90-U

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 300mm x 300mm x 930mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFR-90-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFR-90-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFR-90-Z-3.jpg","Mã: BFR-90-Z

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 300mm x 300mm x 930mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử LED-Z (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-60-AT","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-60-AT-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-AT-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-AT-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-AT-3.jpg","Mã: BFS-60-AT

Công suất: 6 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-60-OL","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-60-OL-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-OL-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-OL-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-OL-3.jpg","Mã: BFS-60-OL

Công suất: 6 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-60-U","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-60-U-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-U-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-U-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-U-3.jpg","Mã: BFS-60-U

Công suất: 6 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-60-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-60-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-60-Z-3.jpg","Mã: BFS-60-Z

Công suất: 6 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-90-AT","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-90-AT-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-AT-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-AT-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-AT-3.jpg","Mã: BFS-90-AT

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-90-OL","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-90-OL-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-OL-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-OL-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-OL-3.jpg","Mã: BFS-90-OL

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-90-U","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-90-U-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-U-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-U-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-U-3.jpg","Mã: BFS-90-U

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô BOXER BFS-90-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô BOXER BFS-90-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-Z-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-BOXER-BFS-90-Z-3.jpg","Mã: BFS-90-Z

Công suất: 9 KW

Xuất xứ: BOXER

Sản xuất: Nhật Bản

Kích thước máy: 410mm x 290mm x 520mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-boxer"
"Máy xông hơi khô EOS 43FN công suất 7,5Kw","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô EOS 43FN công suất 7,5Kw-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-43FN-cong-suat-7,5Kw-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-43FN-cong-suat-7,5Kw-2.jpg","Mã: EOS 43FN

Công suất: 7,5 KW

Xuất xứ: EOS

Sản xuất: Liên Bang Đức

Kích thước máy: 710 – 420 – 360mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-eos"
"Máy xông hơi khô EOS 43FN công suất 9Kw","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô EOS 43FN công suất 9Kw-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-43FN-cong-suat-9Kw-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-43FN-cong-suat-9Kw-2.jpg","Mã: EOS 43FN

Công suất: 9 KW

Xuất xứ: EOS

Sản xuất: Liên Bang Đức

Kích thước máy: 710 – 420 – 360mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-eos"
"Máy xông hơi khô EOS CUBO công suất 12Kw","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô EOS CUBO công suất 12Kw-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-12Kw-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-12Kw-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-12Kw-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-12Kw-4.jpg","Mã: EOS CUBO

Công suất: 12 KW

Xuất xứ: EOS

Sản xuất: Liên Bang Đức

Kích thước máy: 720 – 400 – 380mm

Nguồn điện: 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-eos"
"Máy xông hơi khô EOS CUBO công suất 9Kw","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô EOS CUBO công suất 9Kw-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-9Kw-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-9Kw-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-9Kw-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-CUBO-cong-suat-9Kw-4.jpg","Mã: EOS CUBO

Công suất: 9 KW

Xuất xứ: EOS

Sản xuất: Liên Bang Đức

Kích thước máy: 720 – 400 – 380mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-eos"
"Máy xông hơi khô EOS EDGE công suất 6Kw","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô EOS EDGE công suất 6Kw-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-6Kw-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-6Kw-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-6Kw-3.jpg","Mã: EOS EDGE

Công suất: 6 KW

Xuất xứ: EOS

Sản xuất: Liên Bang Đức

Kích thước máy: 1000 – 350 – 350mm

Nguồn điện: 1p 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-eos"
"Máy xông hơi khô EOS EDGE công suất 7,5Kw","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô EOS EDGE công suất 7,5Kw-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-7,5Kw-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-7,5Kw-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-7,5Kw-3.jpg","Mã: EOS EDGE

Công suất: 7,5 KW

Xuất xứ: EOS

Sản xuất: Liên Bang Đức

Kích thước máy: 1000 – 350 – 350mm

Nguồn điện: 1p 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-eos"
"Máy xông hơi khô EOS EDGE công suất 9Kw","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô EOS EDGE công suất 9Kw-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-9Kw-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-9Kw-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-EOS-EDGE-cong-suat-9Kw-3.jpg","Mã: EOS EDGE

Công suất: 9 KW

Xuất xứ: EOS

Sản xuất: Liên Bang Đức

Kích thước máy: 1000 – 350 – 350mm

Nguồn điện: 1p 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho-eos"
