"name","main_img","images","description","cat"
"Máy xông hơi khô SAWO NR-90NS-Z","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO NR-90NS-Z-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-NR-90NS-Z-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-NR-90NS-Z-2.jpg","Mã: NR-90NS-Z

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 365 – 580mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Cảm ứng điện tử LED-Z (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SAV-120NS-SST","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SAV-120NS-SST-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-120NS-SST-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-120NS-SST-2.jpg","Mã: SAV-120NS-SST

Công suất: 12 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 440mm x 420mm x 655mm

Nguồn điện: 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SAV-120NS-V2","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SAV-120NS-V2-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-120NS-V2-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-120NS-V2-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-120NS-V2-3.jpg","Mã: SAV-120NS-V2

Công suất: 12 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 440mm x 420mm x 655mm

Nguồn điện: 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*Dòng máy chuyên dụng cho kinh doanh

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SAV-150NS-SST","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SAV-150NS-SST-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-150NS-SST-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-150NS-SST-2.jpg","Mã: SAV-150NS-SST

Công suất: 15 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 440mm x 420mm x 655mm

Nguồn điện: 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SAV-150NS-V2","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SAV-150NS-V2-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-150NS-V2-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-150NS-V2-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-150NS-V2-3.jpg","Mã: SAV-150NS-V2

Công suất: 15 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 590mm x 420mm x 655mm

Nguồn điện: 3P 380V

Bảng điều khiển: V2 Classic đồng bộ chính hãng (Chưa bao gồm)

*Dòng máy chuyên dụng cho kinh doanh

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SAV-90NS-SST","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SAV-90NS-SST-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-90NS-SST-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-90NS-SST-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SAV-90NS-SST-3.jpg","Mã: SAV-90NS-SST

Công suất: 9 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 440mm x 420mm x 655mm

Nguồn điện: 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NB","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NB-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NB-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NB-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NB-3.jpg","Mã: SCA-60NB

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 515mm x 290mm x 450mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NB-DRF","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NB-DRF-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NB-DRF-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NB-DRF-2.jpg","Mã: SCA-60NB-DRF

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 515mm x 290mm x 450mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NS-AT","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NS-AT-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-AT-1.jpg","Mã: SCA-60NS-AT

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 450mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử cảm ứng AT86 (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NS-DRF","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NS-DRF-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-DRF-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-DRF-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-DRF-3.jpg","Mã: SCA-60NS-DRF

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 515mm x 290mm x 450mm

Nguồn điện: 1P 220V / 3P 380V

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NS-OL","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NS-OL-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-OL-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-OL-2.jpg","Mã: SCA-60NS-OL

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 450mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Cảm ứng điện tử OL (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NS-SST","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NS-SST-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-SST-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-SST-2.jpg","Mã: SCA-60NS-SST

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 515mm x 290mm x 450mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Innova-SST

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
"Máy xông hơi khô SAWO SCA-60NS-U","https://www.maksauna.vn/wp-content/uploads/2024/07/Máy xông hơi khô SAWO SCA-60NS-U-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07/May-xong-hoi-kho-SAWO-SCA-60NS-U-1.jpg","Mã: SCA-60NS-U

Công suất: 6 KW

Xuất xứ: SAWO Phần Lan.

Sản xuất: Philippines

Kích thước máy: 410 – 290 – 450mm

Nguồn điện: 1P 220V / 3P 380V

Bảng điều khiển: Điện tử UTH170 (Đã bao gồm)

Cam kết hàng chính hãng mới 100% Brandnew.

Đổi mới trong 30 ngày đầu nếu có lỗi nhà sản xuất.

Miễn Phí giao hàng nội thành Hà Nội, Hồ Chí Minh.

Bảo hành điện tử chính hãng.","may-xong-kho"
