"name","main_img","images","description","cat"
"DR-003","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-003-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-003-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-003-2.jpg","Tên sản phẩm: Bồn tắm Massage DR-003
Màu sắc: Trắng
Chất liệu: Acrylic 
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1760X1210X740mm

Thông số kỹ thuật:

1. Hệ thống điều khiển kỹ thuật số với bluetooth và Ozone
2. Bơm nước 1x1.5HP để massage nước, 1 máy bơm 300W để tắm không khí
3. Hệ thống  vòi massage  21 cái.
4. Sục  khí: 26 cái, 8 cái có ánh sáng.
5. 23 chiếc đèn mầu bên trong
6. Sen, vòi chất liệu đồng mạ Chrome
7. Bậc tam cấp gỗ có đèn, thác có đèn, cổ thác có đèn, gối trắng
8. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-0033","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0033-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0033-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0033-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0033-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0033-4.jpg","Tên sản phẩm: Bồn tắm Massage DR-0033
Màu sắc: Trắng
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước 1: 1500x1500x640mm
Thông số kỹ thuật:
1. Bảng điều khiển máy tính với bluetooth và Ozone
2. Bơm massage 1×2.0HP, máy bơm thác nước 1x1HP
3. 6 vòi massage cỡ lớn và 8 chiếc có ánh sáng
4. Hệ thống đèn LED  7 màu
5. Sen, vòi chất liệu đồng mạ Chrome
6. Thác nước xung quang bồn.
7. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-004","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-004-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-004-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-004-2.jpg","Tên sản phẩm: Bồn tắm Massage DR-004
Màu sắc: Trắng
Chất liệu: Acrylic 
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1900x1600x730mm/1800x1500x730mm

Thông số kỹ thuật:

1. Hệ thống điều khiển kỹ thuật số với bluetooth và Ozone
2. Bơm nước 1x2.0HP + 1×1.2HP để massage nước, 1 máy bơm 300W để tắm không khí
3. Hệ thống  vòi massage  44 cái.
4. Sục  khí: 38 cái, 6 cái có ánh sáng.
5.16 chiếc đèn bầu không khí nội thất
6. Sen, vòi chất liệu đồng mạ Chrome
7. Váy có đèn trang trí bề mặt gối đen, trang trí bề mặt bằng đá.
8. Thác nước 2x80cm+2 thác ở gối.
9. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-006","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-006-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-006-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-006-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-006-3.jpg","Tên sản phẩm: Bồn tắm Massage DR-006
Màu sắc: Tùy chọn
Chất liệu: Acrylic
Bảo hành: 36 tháng
Kích thước: 1800x1700x630mm

Thông số kỹ thuật:

1. Hệ thống điều khiển kỹ thuật số với bluetooth và Ozone
2. Bơm massage 2.0HP+1.5HP+1HP có vòi massage 32 cái,
3. Bơm sục khí 400W có 36 cái vòi phun + 13 cái có đèn Led
4. Yếm có dải đèn Led
5. Thác nước 1 bên bồn và 23 đèn Led xung quanh bên trong
6. Sen vòi bằng đồng mạ Crome
7. Máy sưởi (máy ra nhiệt) 1,5KW

Màu sắc tùy chọn:","bon-suc-massage-drw"
"DR-007","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-007-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-007-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-007-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-007-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-007-4.jpg","Tên sản phẩm: Bồn tắm Massage DR-007
Màu sắc: Màu bạc
Chất liệu: Acrylic 
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1900X900X650mm

Thông số kỹ thuật:

1. Hệ thống điều khiển cảm ứng và Ozone
2. Bơm nước 2×1.0HP để massage nước, 1 máy bơm 300W để tắm không khí
3. Hệ thống vòi massage 15 cái, 9 chiếc đèn mầu
4. Sục  khí: 8 cái có ánh sáng.
5. Thác nước 2x80cm
6. Sen, vòi chất liệu đồng mạ Chrome 
7. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-0071","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0071-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0071-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0071-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0071-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0071-4.jpg","Tên sản phẩm: Bồn tắm Massage DR-0071
Màu sắc: Trắng
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1600x1600x720mm

Thông số kỹ thuật:

1. Hệ thống điều khiển kỹ thuật số với bluetooth và Ozone
2. Bơm nước 2×1.0HP
3. Hệ thống  vòi massage  63 cái, 4 máy bay phản lực có đèn led
4. Sục  khí: 29 chiếc có ánh sáng (300W)
5. Yếm có đèn màu 
6. Sen, vòi chất liệu đồng mạ Chrome
7. Vòi hoa sen bật lên, gối đen
8. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-0072","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0072-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0072-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0072-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0072-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0072-4.jpg","Tên sản phẩm: Bồn tắm Massage DR-0072
Màu sắc: walnut
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1650x1650x730mm

Thông số kỹ thuật:

1. Hệ thống điều khiển cảm ứng có bluetooth
2. Bơm massage 2HP
3. Hệ thống vòi massage 35 cái, có thác nước.
4. Sục khí: 28 chiếc có 8 cái ánh sáng (700W)
5. Yếm 3 mặt có 2 dải đèn màu
6. Sen, vòi chất liệu đồng mạ Chrome
7. 2 gối đầu có thác nước
8. Máy sưởi (máy ra nhiệt) 1,5KW","bon-suc-massage-drw"
"DR-0073","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0073-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0073-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0073-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0073-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0073-4.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0073-5.jpg","Tên sản phẩm: Bồn tắm Massage DR-0073
Màu sắc: walnut
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1400x1400x640mm

Thông số kỹ thuật:

1. Hệ thống điều khiển kỹ thuật số với bluetooth và Ozone
2. Bơm massage 2.0HP có vòi massage 24 cái
3. Sục khí 300W có 28 cái vòi sục khí, 8 cái ánh sáng
4. Thác nước 1/2 bồn có 19 đèn Led xung quanh bên trong
5. Yếm 4 mặt có 2 dải đèn Led
6. Sen, vòi chất liệu đồng mạ Chrome
7. 3 gối đầu
8. Máy sưởi (máy ra nhiệt) 1,5KW","bon-suc-massage-drw"
"DR-0075Pro","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-4.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-5.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-6.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0075Pro-7.jpg","Tên sản phẩm: Bồn tắm Massage DR-0075Pro
Màu sắc: Tùy chọn
Chất liệu: Acrylic
Bảo hành: 36 tháng
Kích thước: 1900x1300x720mm

Thông số kỹ thuật:

1. Hệ thống điều khiển kỹ thuật số với bluetooth và Ozone
2. Bơm massage 2.0HP+1.5HP có vòi massage 32 cái
3. Sục khí 700W có 30 cái vòi sục khí, 7 cái ánh sáng
4. Thác nước 1 bên bồn và 19 đèn Led xung quanh bên trong
5. Yếm 4 mặt có dải đèn Led ở yếm và góc bồn
6. Có bộ lọc nước
7. 2 gối đầu, sen, vòi chất liệu đồng mạ Chrome
8. Máy sưởi (máy ra nhiệt) 1,5KW

Màu sắc tùy chọn:

Bản vẽ kỹ thuật:","bon-suc-massage-drw"
"DR-009","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-009-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-009-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-009-2.jpg","Tên sản phẩm: Bồn tắm Massage DR-009
Màu sắc: Trắng
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1850x1250x650mm

Thông số kỹ thuật:

1. Bảng điều khiển máy tính
2. Bơm nước 2×1.0HP, 1 máy bơm 300W để tắm không khí
3. Hệ thống  vòi massage  14 cái
4. Sục  khí: 24 chiếc & 4 chiếc có ánh sáng (300W)
5. Hệ thống đèn  LED  7 màu 16 cái
6. Sen, vòi chất liệu đồng mạ Chrome
7. Nghe nhạc bluetooth
8. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn
9. 2 Thác nước","bon-suc-massage-drw"
"DR-0103","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0103-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0103-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0103-2.jpg","Tên sản phẩm: Bồn tắm Massage DR-0103
Màu sắc: Trắng
Chất liệu: Acrylic / Ngọc trai
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước 1: 1700x800x600mm
Kích thước 2: 1600x750x600mm
Kích thước 3: 1500x750x600mm
Thông số kỹ thuật:
1. Bảng điều khiển máy tính với bluetooth và Ozone
2. Bơm nước 1×1.5HP, , 1 máy bơm 300W để tắm không khí
3. Hệ thống  vòi massage  21 cái
4. Sục  khí: 12 chiếc & 4 chiếc có ánh sáng (300W)
5. Hệ thống đèn  LED  7 màu 12 cái
6. Sen, vòi chất liệu đồng mạ Chrome
7. 3 yếm có đèn Led bên ngoài, gối mầu trắng.","bon-suc-massage-drw"
"DR-0104","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0104-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0104-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0104-2.jpg","Tên sản phẩm: Bồn tắm Massage DR-0104
Màu sắc: Trắng
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước 1: 1700x800x600mm

Thông số kỹ thuật:

1. Bảng điều khiển máy tính với bluetooth và Ozone
2. Bơm nước 1×1.0HP, 1 máy bơm 300W để tắm không khí
3. Hệ thống vòi massage 18 cái
4. Sục  khí: 11 chiếc & 3 chiếc có ánh sáng (300W)
5. Hệ thống đèn LED  7 màu 8 cái
6. Sen, vòi chất liệu đồng mạ Chrome
7. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-0106","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0106-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0106-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0106-2.jpg","Tên sản phẩm: Bồn tắm Massage DR-0106
Màu sắc: Trắng
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1500x730x630mm/1700X780X630mm

Thông số kỹ thuật:

1. Bảng điều khiển máy tính
2. Bơm nước 1×1.0HP
3. Hệ thống  vòi massage  12 cái
4. Sục  khí: 14 chiếc & 4 chiếc có ánh sáng (300W)
5. Hệ thống đèn  LED  7 màu 16 cái
6. Sen, vòi chất liệu đồng mạ Chrome
7. Nghe nhạc bluetooth
8. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-0111","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0111-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0111-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0111-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0111-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0111-4.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0111-5.jpg","Tên sản phẩm: Bồn tắm Massage DR-0111
Màu sắc: Trắng
Chất liệu: Acrylic / Ngọc trai
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước 1: 1700x800x600mm
Kích thước 2: 1600x800x600mm
Thông số kỹ thuật:
1. Bảng điều khiển máy tính nghe nhạc bluetooth + Ozone
2. Bơm nước 1×1.2HP, , 1 máy bơm 300W để tắm không khí
3. Hệ thống  vòi massage  18 cái
4. Sục  khí: 12 chiếc & 2 chiếc có ánh sáng (300W)
5. Hệ thống đèn  LED  7 màu 11 cái
6. Sen, vòi chất liệu đồng mạ Chrome
7. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-0116","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0116-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0116-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0116-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0116-3.jpg","Tên sản phẩm: Bồn tắm Massage DR-0116
Màu sắc: Trắng
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1550x1550x620mm

Thông số kỹ thuật:

1. Bảng điều khiển máy tính với bluetooth và Ozone
2. Bơm nước 1×1.2HP,  1 máy bơm 300W để tắm không khí
3. Hệ thống  vòi massage  20 cái
4. Sục  khí: 12 chiếc & 4 chiếc có ánh sáng
5. Hệ thống đèn  LED  7 màu 8 cái
6. Sen, vòi chất liệu đồng mạ Chrome
7. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
"DR-0118","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0118-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0118-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-0118-2.jpg","Tên sản phẩm: Bồn tắm Massage DR-0118
Màu sắc: Trắng
Chất liệu: Acrylic
Công nghệ: Châu Âu
Bảo hành: 36 tháng
Kích thước: 1850x1200x650mm

Thông số kỹ thuật:

1. Bảng điều khiển máy tính với bluetooth và Ozone
2. Bơm nước 1×1.5HP, 1 máy bơm 400W để tắm không khí
3. Hệ thống  vòi massage  31 cái
4. Sục  khí: 24 chiếc & 4 chiếc có ánh sáng (300W)
5. Hệ thống đèn  LED  7 màu 18 cái
6. Sen, vòi chất liệu đồng mạ Chrome
7. Máy sưởi (máy ra nhiệt) 1,5KW tùy chọn","bon-suc-massage-drw"
