"name","main_img","images","description","cat"
"DR-S3220","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3220-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3220-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3220
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1200x900x2200mm
Thông số kỹ thuật:
1.Xông hơi + Vòi hoa sen + Bể sục + ánh sáng + Âm nhạc
2.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, nghe nhạc Bluetooth, Ozone, Quạt
3.Tay sen, vòi sen, đèn trên, massage lưng","phong-xong-hoi-nhap-khau"
"DR-S3701","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3701-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3701-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3701
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1500x1200x2000mm
Thông số kỹ thuật:
1-Phòng xông khô với Bếp và đá xông hơi
2-Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế
3-Có ghế dài, kính cường lực 6mm
4-Tùy chọn gỗ: gỗ Phần Lan / Hemlock / Tuyết tùng đỏ / Thông trắng
5-Có môi trường xung quanh đèn chiếu sáng và đèn chiếu sáng trên cùng
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","phong-xong-hoi-nhap-khau"
"DR-S3738","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3738-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3738-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3738
2-Chất liệu: Gỗ Hemlock/Tuyết tùng, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1200x1050x1950mm
Thông số kỹ thuật:
1-Phòng xông khô hồng ngoại với tấm tinh thể carbon
2-Bảng điểu kiển với điều khiển nhiệt độ, FM, Bluetooth, Ozone
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà.","phong-xong-hoi-nhap-khau"
"DR-S3740","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3740-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3740-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3740
2-Chất liệu: Gỗ Hemlock/Tuyết tùng, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1000x1000x1950mm
Thông số kỹ thuật:
1-Phòng xông khô hồng ngoại với tấm tinh thể carbon
2-Bảng điểu kiển với điều khiển nhiệt độ, FM, Bluetooth, Ozone
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà.","phong-xong-hoi-nhap-khau"
"DR-S3741","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3741-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3741-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3741
2-Chất liệu: Gỗ Hemlock/Tuyết tùng, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 900x1000x1950mm
Thông số kỹ thuật:
1-Phòng xông khô hồng ngoại với tấm tinh thể carbon
2-Bảng điểu kiển với điều khiển nhiệt độ, FM, Bluetooth, Ozone
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà.","phong-xong-hoi-nhap-khau"
"DR-S3773","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3773-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3773-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3773
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1200x1050x1950mm
Thông số kỹ thuật:
1-Phòng xông khô với Bếp và đá xông hơi
2-Có bộ hẹn giờ cát, xô và muôi, nhiệt kế / ẩm kế
3-Có ghế dài, kính cường lực 6mm
4-Tùy chọn gỗ: gỗ Phần Lan / Hemlock / Tuyết tùng đỏ / Thông trắng
5-Có môi trường xung quanh đèn chiếu sáng và đèn chiếu sáng trên cùng
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","phong-xong-hoi-nhap-khau"
"DR-S3776","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3776-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3776-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3776
2-Chất liệu: Gỗ Hemlock/Tuyết tùng, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1500x1000x1950mm
Thông số kỹ thuật:
1-Phòng xông khô hồng ngoại với tấm tinh thể carbon
2-Bảng điểu kiển với điều khiển nhiệt độ, FM, Bluetooth, Ozone
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà.","phong-xong-hoi-nhap-khau"
"DR-S3779","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3779-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3779-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3779
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 2200x1800x2100mm/2000x1800x2100mm
Thông số kỹ thuật:
1-Phòng xông khô với đá xông
2-Bảng điểu kiển với điều khiển nhiệt độ, bộ hẹn giờ cát, nhiệt kế, ampe kế
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần

6- Mặt sau bằng đá nuôi cấy

7- Tùy chọn đá: Đá Rome, đá đen, đá xương rồng,đá trắng.

8-Tùy chọn: Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","phong-xong-hoi-nhap-khau"
"DR-S3783","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3783-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3783-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3783
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1200x900x2100mm
Thông số kỹ thuật:
1-Phòng xông khô với đá
2-Bảng điểu kiển với điều khiển nhiệt độ, bộ hẹn giờ cát, nhiệt kế, ampe kế
3-Có ghế dài, kính cường lực
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn:Kích thước, Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","phong-xong-hoi-nhap-khau"
"DR-S3784","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3784-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3784-1.jpg","Chi tiết sản phẩn:
1-Tên sản phẩm: DR-S3784
2-Chất liệu: Gỗ, kính cường lực.
3-Công nghệ: Châu Âu
4-Bảo hành: Chính hãng
5-Kích thước: 1200x900x2100mm
Thông số kỹ thuật:
1-Phòng xông khô với đá
2-Bảng điểu kiển với điều khiển nhiệt độ, bộ hẹn giờ cát, nhiệt kế, ampe kế
3-Có ghế dài, kính cường lực 6mm
4-Tùy chọn gỗ: Hemlock / Tuyết tùng đỏ / Thông
5-Đèn chiếu sáng xung quanh và đèn chiếu sáng trên trần
6-Tùy chọn:Kích thước, Máy lọc không khí, ngăn đựng tách trà, bảng điều khiển (FM, Bluetooth, Ozone)","phong-xong-hoi-nhap-khau"
"DR-S3802","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3802-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3802-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3802
2.Chất liệu: Ngọc trai
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1300x1300x2150mm/1400x1400x2150mm
Thông số kỹ thuật:
1.Xông hơi + Vòi hoa sen + Bể sục + ánh sáng + Âm nhạc
2.Bể sục và đèn LED cho bồn tắm dưới cùng
3.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, FM, Quạt, loa
4.Tay sen, vòi sen, đèn trên.
5.Massage lưng
6.Ổ cắm hơi, thanh treo khăn, kệ, gối
7.Tùy chọn： WIFI TV, Bluetooth, Ozone, Bong bóng, lò sưởi","phong-xong-hoi-nhap-khau"
"DR-S3804","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3804-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3804-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3804
2.Chất liệu: Acrylic
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1500x1500x2250mm
Thông số kỹ thuật:
1.Xông hơi + Vòi hoa sen + Bể sục + ánh sáng + Âm nhạc
2.Bể sục 2 nước và đèn LED cho bồn tắm dưới cùng
3.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, FM, Quạt, loa
4.Tay sen, vòi sen, đèn trên.
5.Massage lưng
6.Ổ cắm hơi, thanh treo khăn, kệ, gối
7.Tùy chọn ： WIFI TV, Bluetooth, Ozone, Bong bóng, lò sưởi","phong-xong-hoi-nhap-khau"
"DR-S3807","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3807-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3807-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3807
2.Chất liệu: Acrylic màu tùy chọn
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1500x1500x2150mm
Thông số kỹ thuật:
1.Xông hơi + Vòi hoa sen + Bể sục + ánh sáng + Âm nhạc
2.Bể sục và đèn LED cho bồn tắm dưới cùng
3.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, Quạt, loa
4.Tay sen, vòi sen, đèn trên.
5.Massage lưng
6.Ổ cắm hơi, thanh treo khăn, kệ, gối
7.Nghe nhạc Bluetooth, khử Ozone","phong-xong-hoi-nhap-khau"
"DR-S3812","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3812-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3812-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3812
2.Chất liệu: Acrylic
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1700x880x2200mm
Thông số kỹ thuật:
1.Xông hơi + Vòi hoa sen + Bể sục + ánh sáng + Âm nhạc
2.Bể sục 2 nước và đèn LED cho bồn tắm dưới cùng
3.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, FM, Quạt, loa
4.Tay sen, vòi sen, đèn trên.
5.Massage lưng
6.Ổ cắm hơi, thanh treo khăn, kệ, gối
7.Tùy chọn ： WIFI TV, Bluetooth, Ozone, Bong bóng, lò sưởi","phong-xong-hoi-nhap-khau"
"DR-S3823","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3823-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3823-1.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3823-2.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3823-3.jpg | https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3823-4.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3823
2.Chất liệu: Acrylic, Ngọc trai
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1300x1300x2250mm/1400x1400x2250mm/1500x1500x2250mm
Thông số kỹ thuật:
1.Xông hơi + Vòi hoa sen + Bể sục + ánh sáng + Âm nhạc
2.Bể sục massage và đèn LED cho bồn tắm dưới cùng
3.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, FM, Quạt, loa
4.Tay sen, vòi sen, đèn trên.
5.Massage lưng
6.Ổ cắm hơi, thanh treo khăn, kệ, gối
7.Tùy chọn ： WIFI TV, Bluetooth, Ozone, Bong bóng, lò sưởi","phong-xong-hoi-nhap-khau"
"DR-S3838","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3838-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3838-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3838
2.Chất liệu: Pearl Acrylic
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1400x900x2150mm/1500x900x2150mm/1700x900x2150mm
Thông số kỹ thuật:
1.Công suất xông hơi + sục massage: 5kw
2.Bồn sục có đèn LED
3.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, FM, Quạt, loa
4.Tay sen, vòi sen, đèn trên.
5.Massage lưng
6.Ổ cắm hơi, thanh treo khăn, kệ, gối
7.Tùy chọn： Bluetooth, Ozone, Bong bóng, lò sưởi","phong-xong-hoi-nhap-khau"
"DR-S3840","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3840-1.jpg","https://www.maksauna.vn/wp-content/uploads/2024/07//DR-S3840-1.jpg","Chi tiết sản phẩn:
1.Tên sản phẩm: DR-S3840
2.Chất liệu: Acrylic, kính cường lực, nhôm
3.Công nghệ: Châu Âu
4.Bảo hành: Chính hãng
5.Kích thước: 1200x900x2200mm/1300x1000x2150mm
Thông số kỹ thuật:
1.Xông hơi + Vòi hoa sen + Bể sục + ánh sáng + Âm nhạc
2.Bảng điều khiển 3 chạm với đèn, điều chỉnh thời gian & nhiệt độ, FM, Quạt, loa
3.Tay sen, vòi sen, đèn trên, massage lưng
4.Tùy chọn：Bluetooth, Ozone, ghế thép không gỉ, ghế acrylic, mái LED, lưng LED","phong-xong-hoi-nhap-khau"
